,Fear,Angry,Happy,Surprise,Sad
0,0.2909989970377627,0.06351316679495253,0.22289086371375924,0.16189676486366705,0.26070020758985846
1,0.4173121849256117,0.06387556867084718,0.13986228943809176,0.19101192671830813,0.1879380302471413
2,0.48226187916577085,0.031329667966950275,0.1161654943637313,0.18920662223177812,0.18103633627176954
3,0.3261511346111478,0.17298964529632077,0.0726151134611148,0.2587354042740692,0.16950870235734744
4,0.45398871019277887,0.07130684843966342,0.1269038236233891,0.23990840345084677,0.10789221429332198
5,0.38182124221511526,0.08981652920383774,0.1255344218145093,0.22763844470627842,0.1751893620602592
6,0.3597935880544576,0.07136583223539747,0.12121212121212123,0.25362318840579706,0.19400527009222657
7,0.3404457410359917,0.07890362631025476,0.12222259913836968,0.28532175446928326,0.1731062790461006
8,0.3507158351409978,0.048112798264642084,0.1599132321041215,0.23544468546637745,0.2058134490238612
9,0.32190711354805907,0.06242056719561349,0.10261810523257925,0.28810051200116193,0.2249537020225861
10,0.2463778383931418,0.21329129618477455,0.12366715080236637,0.29969180629848746,0.11697190832122994
11,0.3150811505704644,0.03945042583962719,0.09842519685039368,0.2863570625100434,0.26068616422947133
